,date,vwretd,vwretx,ewretd,ewretx,sprtrn,spindx,totval,totcnt,usdval,usdcnt
204,1942-12-31,0.05128972,0.0424831,0.03555445,0.02299537,0.05166846,9.77,32230307.6,802.0,30895209.1,802.0
205,1943-01-30,0.07338221,0.0718694,0.1685511,0.166473,0.0716479,10.47,34560889.1,805.0,32230307.6,802.0
206,1943-02-27,0.06047818,0.05534167,0.1309303,0.1269587,0.05062082,11.0,36495945.5,805.0,34551888.6,804.0
207,1943-03-31,0.06179447,0.05672722,0.1121355,0.1064608,0.05272727,11.58,38558608.9,805.0,36485862.0,804.0
208,1943-04-30,0.007333476,0.00583973,0.03546639,0.03365543,0.0008635579,11.59,38776707.7,805.0,38543051.4,804.0
209,1943-05-29,0.05714205,0.05172483,0.08451273000000001,0.08039241,0.04486626,12.11,40779354.1,803.0,38750314.4,803.0
210,1943-06-30,0.01735075,0.01227068,0.01097865,0.005641529,0.01981833,12.35,41289414.300000004,802.0,40760180.1,801.0
211,1943-07-31,-0.04775291,-0.04928124,-0.06433468,-0.06632447,-0.05425101,11.68,39912177.800000004,807.0,41282536.800000004,801.0
212,1943-08-31,0.0134443,0.00879481,0.00337283,-0.0001206423,0.01027397,11.8,40123653.2,809.0,39905986.800000004,806.0
213,1943-09-30,0.02407737,0.01910466,0.03486695,0.02990667,0.02372881,12.08,40893060.0,809.0,40111790.7,807.0
214,1943-10-30,-0.01157259,-0.01276298,-0.003943114,-0.005856640000000001,-0.01324503,11.92,40485138.6,812.0,40888372.2,808.0
215,1943-11-30,-0.05990256,-0.06856292,-0.08858448000000001,-0.09702481,-0.07550336,11.02,37746620.5,815.0,40484529.6,811.0
216,1943-12-31,0.06421655,0.05694492,0.09872957,0.08965046,0.05898366,11.67,39769111.300000004,814.0,37587932.9,812.0
217,1944-01-31,0.01803042,0.01662886,0.04594922,0.04424768,0.01542416,11.85,40653798.800000004,816.0,39766762.800000004,811.0
218,1944-02-29,0.003458829,-0.001590943,0.01301773,0.009030856,-0.002531646,11.82,40620641.5,819.0,40653196.800000004,815.0
219,1944-03-31,0.02476819,0.01997652,0.04152641,0.03678295,0.01692047,12.02,41425735.0,820.0,40620641.5,819.0
220,1944-04-29,-0.01648407,-0.01783581,-0.02928943,-0.03122104,-0.0124792,11.87,40703909.400000006,821.0,41425735.0,820.0
221,1944-05-31,0.05090894,0.04492671,0.06613516,0.06134979,0.04043808,12.35,42494077.300000004,820.0,40654800.400000006,819.0
222,1944-06-30,0.05684176,0.05152419,0.1049351,0.09942679,0.05101215,12.98,44725503.5,820.0,42487651.300000004,819.0
223,1944-07-31,-0.0151938,-0.01661343,-0.01272408,-0.01439239,-0.02080123,12.71,44016221.800000004,822.0,44721402.900000006,818.0
224,1944-08-31,0.01559742,0.01041734,0.03008191,0.02614419,0.008654603,12.82,44504045.900000006,824.0,44012909.300000004,821.0
225,1944-09-30,0.0004530501,-0.003469491,0.0002524531,-0.003540394,-0.003120125,12.78,44391234.900000006,826.0,44501627.900000006,823.0
226,1944-10-31,0.002118638,0.0006111126,0.0009527408,-0.001279191,,12.78,44423701.5,824.0,44381490.800000004,823.0
227,1944-11-30,0.01666823,0.007607566000000001,0.02318255,0.01533045,0.003912363,12.83,44768621.400000006,825.0,44417404.0,823.0
228,1944-12-30,0.04106975,0.03530129,0.06930324,0.06219564,0.03507404,13.28,46856309.400000006,829.0,44696039.2,823.0
229,1945-01-31,0.02021756,0.01895089,0.04335307,0.04189469,0.01430723,13.47,47861970.300000004,832.0,46844993.400000006,827.0
230,1945-02-28,0.06447703,0.05989389,0.08633886,0.08290977000000001,0.06161841,14.3,50725183.6,831.0,47858157.800000004,831.0
231,1945-03-31,-0.03917724,-0.0431643,-0.05680177,-0.06046427,-0.04615385,13.64,48551743.800000004,833.0,50708180.300000004,830.0
232,1945-04-30,0.07823165,0.07698071000000001,0.08884382,0.08707736,0.08797654,14.84,52320643.2,835.0,48481223.800000004,832.0
233,1945-05-31,0.01818529,0.01243866,0.030017,0.02570931,0.01145553,15.01,53195465.900000006,840.0,52316335.2,834.0
234,1945-06-30,0.004676164,0.001087326,0.03656491,0.03275708,-0.003331113,14.96,53280582.2,842.0,53191215.900000006,839.0
235,1945-07-31,-0.02206635,-0.02330517,-0.03506808,-0.03645726,-0.02005348,14.66,52100238.7,844.0,53280582.2,842.0
236,1945-08-31,0.0618262,0.05714744,0.06592828,0.06242407,0.0579809,15.51,55085728.900000006,845.0,52092513.7,843.0
237,1945-09-29,0.04829652,0.04496875,0.06264642000000001,0.05942378,0.04190845,16.16,57574558.400000006,846.0,55072603.900000006,844.0
238,1945-10-31,0.03874934,0.03760473,0.06452166,0.06294788,0.03032178,16.65,59843229.6,848.0,57567987.2,844.0
239,1945-11-30,0.05485895,0.04786152,0.0975736,0.09193862,0.03243243,17.19,62791336.900000006,851.0,59823062.1,846.0
240,1945-12-31,0.01300259,0.009218492,0.02407282,0.01978704,0.009889470000000001,17.36,64330622.1,852.0,62682905.900000006,847.0
241,1946-01-31,0.06340188000000001,0.06222815,0.09467655,0.09325767,0.06970046,18.57,68731812.2,862.0,64320113.1,851.0
242,1946-02-28,-0.05825729,-0.06174299,-0.06690594,-0.06939108000000001,-0.06946688,17.28,64569815.2,863.0,68702989.2,861.0
243,1946-03-30,0.0579414,0.05461988,0.05792211,0.05504755,0.04629629,18.08,68233191.8,867.0,64569815.2,863.0
244,1946-04-30,0.04229307,0.04115438,0.05210871,0.05084134,0.03761062,18.76,71172742.7,872.0,68233191.8,867.0
245,1946-05-31,0.0401952,0.03607458,0.05474924,0.05153875,0.02238806,19.18,74107548.4,879.0,71169180.2,871.0
246,1946-06-28,-0.03866839,-0.04151737,-0.04888703,-0.05151588,-0.03910323,18.43,71074175.8,880.0,74084893.4,878.0
247,1946-07-31,-0.02630898,-0.0276966,-0.04084201,-0.04219862,-0.0255019,17.96,69502251.4,890.0,71074175.8,880.0
248,1946-08-30,-0.06446838,-0.06841994,-0.07532737,-0.07847816,-0.07293987,16.65,64837647.7,895.0,69500808.2,889.0
249,1946-09-30,-0.1020226,-0.1054101,-0.1355522,-0.1389242,-0.1015015,14.96,58060902.1,897.0,64807247.900000006,894.0
250,1946-10-31,-0.01416352,-0.01590263,-0.01181396,-0.01398969,-0.00802139,14.84,57167870.2,899.0,58038367.300000004,896.0
251,1946-11-30,0.000696889,-0.006475042,-0.002634371,-0.009333977,-0.01145553,14.67,56835601.400000006,902.0,57152991.7,898.0
252,1946-12-31,0.0501611,0.04341165,0.04690806,0.03862379,0.04294479,15.3,59684383.6,908.0,56835601.400000006,902.0
253,1947-01-31,0.01308428,0.01153595,0.03019711,0.02827992,0.02352941,15.66,60526667.400000006,912.0,59684383.6,908.0
254,1947-02-28,-0.01109093,-0.01638117,-0.007104626,-0.01096948,-0.0146871,15.43,59499052.900000006,914.0,60526667.400000006,912.0
255,1947-03-31,-0.01679013,-0.02080455,-0.03042547,-0.03458562,-0.01685029,15.17,58418819.400000006,916.0,59420504.1,912.0
256,1947-04-30,-0.04769807,-0.04948724,-0.08168016,-0.08399521,-0.03889255,14.58,55589691.900000006,917.0,58418819.400000006,916.0
257,1947-05-29,-0.009624612000000001,-0.01631714,-0.03732051,-0.0424085,-0.008916324,14.45,54724421.800000004,918.0,55587879.400000006,916.0
258,1947-06-30,0.05322647,0.04853845,0.05709596,0.05136293,0.05259516,15.21,57529909.800000004,922.0,54714859.2,917.0
259,1947-07-31,0.04134795,0.03934192,0.06167018,0.05906967,0.03616042,15.76,59903329.300000004,925.0,57472609.800000004,921.0
260,1947-08-29,-0.01735736,-0.02266835,-0.01716604,-0.02165275,-0.02791878,15.32,58761652.300000004,930.0,59903329.300000004,925.0
261,1947-09-30,-0.00466713,-0.009472784000000001,0.005782513,0.0002382128,-0.01370757,15.11,58303587.2,931.0,58761652.300000004,930.0
262,1947-10-31,0.02483112,0.02284688,0.03315648,0.03016474,0.02117803,15.43,59635995.6,932.0,58288080.900000006,929.0
263,1947-11-29,-0.01874959,-0.02851441,-0.02930494,-0.03709406,-0.02851588,14.99,58106114.1,937.0,59635995.6,932.0
264,1947-12-31,0.03070795,0.02324921,0.0238628,0.01331104,0.02068045,15.3,59885360.7,941.0,58106114.1,937.0
265,1948-01-31,-0.03790801,-0.03968485,-0.01627557,-0.01880334,-0.03986928,14.69,57712665.300000004,946.0,59885360.7,941.0
266,1948-02-28,-0.04342223,-0.04950245,-0.05945088,-0.06436152,-0.04697073,14.0,54814210.5,946.0,57628192.800000004,945.0
267,1948-03-31,0.08262763000000001,0.07686526,0.09584266,0.08961045000000001,0.07714286000000001,15.08,59197575.900000006,953.0,54814210.5,946.0
268,1948-04-30,0.03812801,0.03597245,0.04015086,0.0376413,0.0265252,15.48,61466980.1,954.0,59106440.900000006,951.0
269,1948-05-28,0.07431936,0.06838211,0.08763022000000001,0.08237701,0.07816537,16.69,65705104.800000004,956.0,61466980.1,954.0
270,1948-06-30,-0.0002798976,-0.005418804,-0.01253381,-0.01827685,0.002995806,16.74,65379874.800000004,958.0,65702479.800000004,955.0
271,1948-07-30,-0.05028754,-0.05175009,-0.05373298,-0.05598513,-0.05316607,15.85,61917670.800000004,961.0,65251242.1,957.0
272,1948-08-31,0.003762302,-0.002899625,-0.001818193,-0.007401301000000001,0.007570978000000001,15.97,61768642.900000006,961.0,61915420.800000004,960.0
273,1948-09-30,-0.02981309,-0.03512317,-0.04278531,-0.0487931,-0.03005636,15.49,59651125.0,964.0,61743162.900000006,960.0
274,1948-10-30,0.06031576,0.05742474,0.05320054,0.05001789,0.06778567,16.54,63079798.300000004,962.0,59638478.1,962.0
275,1948-11-30,-0.09207732,-0.1025649,-0.1063199,-0.1153174,-0.1082225,14.75,56644518.400000006,964.0,63079798.300000004,962.0
276,1948-12-31,0.03256602,0.02402407,0.01370314,0.001727861,0.03050848,15.2,58301258.2,964.0,56644518.400000006,964.0
277,1949-01-31,0.00307437,0.001117831,0.0177485,0.01482737,0.00131579,15.22,58472474.5,968.0,58301258.2,964.0
278,1949-02-28,-0.02885193,-0.03623671,-0.04130152,-0.04720471,-0.03942181,14.62,56507502.400000006,973.0,58472474.5,968.0
279,1949-03-31,0.04153747,0.03533921,0.05930877,0.05251698,0.03009576,15.06,58559914.800000004,974.0,56505439.900000006,972.0
280,1949-04-30,-0.01797221,-0.02056604,-0.03148966,-0.0343155,-0.02124834,14.74,57516447.1,978.0,58559914.800000004,974.0
281,1949-05-31,-0.02848772,-0.03551464,-0.043168,-0.04958096,-0.03731343,14.19,55568472.900000006,980.0,57516447.1,978.0
282,1949-06-30,0.002180482,-0.004382391,-0.007712882000000001,-0.0143725,-0.002114165,14.16,55347129.800000004,981.0,55522972.900000006,979.0
283,1949-07-29,0.05637717,0.05477603,0.0620217,0.05929707,0.06214689,15.04,58511144.0,983.0,55257325.800000004,980.0
284,1949-08-31,0.02691613,0.01888697,0.02602032,0.01972322,0.01196809,15.22,59665079.900000006,984.0,58495644.0,982.0
285,1949-09-30,0.03208201,0.02726529,0.04324898,0.03757861,0.02365309,15.58,61622369.6,989.0,59665079.900000006,984.0
286,1949-10-31,0.03180142,0.03000247,0.03902483,0.03655217,0.02952503,16.04,63446520.800000004,991.0,61622369.6,989.0
287,1949-11-30,0.01853478,0.004548589,0.009400309,7.245709e-05,0.001246883,16.06,63869080.0,992.0,63446520.800000004,991.0
288,1949-12-31,0.05226684,0.04476902,0.07012019,0.06047926,0.04358655,16.76,67344403.4,991.0,63831393.0,991.0
289,1950-01-31,0.01776387,0.01587194,0.04029265,0.03786317,0.0173031,17.05,68546982.0,990.0,67309640.9,988.0
290,1950-02-28,0.01523364,0.008173049,0.0161022,0.01094803,0.009970674,17.22,69166503.10000001,992.0,68546982.0,990.0
291,1950-03-31,0.01274167,0.007457455000000001,-0.001770257,-0.007428362000000001,0.004065040000000001,17.29,70025751.8,996.0,69166503.10000001,992.0
292,1950-04-29,0.04067758,0.03873637,0.04744269,0.04515173,0.04511278,18.07,72768915.4,995.0,70023720.60000001,995.0
293,1950-05-31,0.04417265,0.03681714,0.03318465,0.02718833,0.03929164,18.78,75787265.9,999.0,72766815.4,994.0
294,1950-06-30,-0.0580182,-0.06279892000000001,-0.07573745,-0.08138848,-0.05804047,17.69,71044150.4,1000.0,75681950.9,997.0
295,1950-07-31,0.01612194,0.01457708,0.05063538,0.04818074,0.008479367,17.84,72227888.4,1005.0,71043847.4,999.0
296,1950-08-31,0.05087451,0.04021266,0.0518916,0.04476898,0.03251121,18.42,75228994.4,1009.0,72227888.4,1005.0
297,1950-09-29,0.0490439,0.04412192,0.05501322,0.04901126,0.05591748,19.45,78695005.8,1013.0,75228994.4,1009.0
298,1950-10-31,-0.001184262,-0.002931113,-0.005504383000000001,-0.008014487,0.004113111,19.53,78547971.9,1012.0,78690568.3,1012.0
299,1950-11-30,0.02905564,0.01226841,0.03162152,0.01943298,-0.001024066,19.51,79529141.10000001,1013.0,78547971.9,1012.0
300,1950-12-30,0.05794587,0.0510475,0.08454474000000001,0.07459109,0.04613019,20.41,84833973.9,1013.0,79494416.0,1011.0
301,1951-01-31,0.05873524,0.05676111,0.07624803000000001,0.07386111000000001,0.06124449,21.66,89821367.9,1016.0,84818498.4,1012.0
302,1951-02-28,0.01408586,0.007435020000000001,0.01158589,0.006333853,0.006463527,21.8,90671487.80000001,1016.0,89806876.10000001,1014.0
303,1951-03-31,-0.02111456,-0.02575298,-0.03388952,-0.03940173,-0.01834862,21.4,88759457.7,1018.0,90646700.10000001,1015.0
304,1951-04-30,0.05006079,0.04848769,0.04081408,0.03835982,0.04813084,22.43,93183088.60000001,1022.0,88759457.7,1018.0
305,1951-05-31,-0.02246361,-0.02996986,-0.02491949,-0.0310102,-0.04057067,21.52,90515704.10000001,1023.0,93183088.60000001,1022.0
306,1951-06-29,-0.02553251,-0.02983426,-0.04492865,-0.05040218,-0.02602231,20.96,88262493.9,1027.0,90515704.10000001,1023.0
307,1951-07-31,0.07161052,0.07024319,0.06333192,0.06088255,0.06870229,22.4,94482895.5,1026.0,88257368.9,1026.0
308,1951-08-31,0.0450037,0.03675028,0.04743797,0.04089994,0.03928572,23.28,97941440.0,1026.0,94451832.80000001,1025.0
309,1951-09-28,0.009086545000000001,0.005339418,0.0236307,0.01852915,-0.0008591065000000001,23.26,98477508.7,1026.0,97928745.5,1025.0
310,1951-10-31,-0.02262877,-0.02455598,-0.0236086,-0.02605567,-0.01375752,22.94,96107802.9,1026.0,98477508.7,1026.0
311,1951-11-30,0.00619348,-0.004035376,0.007185181000000001,-0.001290533,-0.002615519,22.88,95971264.4,1029.0,96027897.9,1024.0
312,1951-12-31,0.03526568,0.0302408,0.01524786,0.007583225000000001,0.0388986,23.77,100725150.0,1031.0,95971264.4,1029.0
313,1952-01-31,0.01700245,0.01542049,0.01749116,0.01529002,0.01556584,24.14,102408916.0,1033.0,100725150.0,1031.0
314,1952-02-29,-0.02514076,-0.03232816,-0.02065042,-0.02624599,-0.03645402,23.26,99137901.30000001,1035.0,102408916.0,1033.0
315,1952-03-31,0.04586996,0.04172604,0.02886433,0.02348831,0.04772141,24.37,103564260.0,1034.0,99132038.4,1033.0
316,1952-04-30,-0.04914772,-0.05084731,-0.04493619,-0.04731347,-0.04308576,23.32,98363134.4,1034.0,103559167.0,1033.0
317,1952-05-29,0.03284694,0.02536721,0.02451496,0.01852795,0.02315609,23.86,100960672.0,1036.0,98363134.4,1034.0
318,1952-06-30,0.03957465,0.03558823,0.03072769,0.02548276,0.04610226,24.96,104657381.0,1036.0,100945070.0,1034.0
319,1952-07-31,0.01140411,0.009897133,0.01065222,0.008540411000000001,0.01762821,25.4,105764722.0,1037.0,104657381.0,1036.0
320,1952-08-29,-0.006732553,-0.01380302,5.612469999999999e-05,-0.005550632000000001,-0.01456693,25.03,104261698.0,1038.0,105764722.0,1037.0
321,1952-09-30,-0.0191469,-0.02306495,-0.01516014,-0.02017079,-0.01957651,24.54,102115737.0,1046.0,104261698.0,1038.0
322,1952-10-31,-0.005309009,-0.006960132000000001,-0.01171722,-0.01440555,-0.0008149959,24.52,101316166.0,1046.0,102021472.0,1045.0
323,1952-11-28,0.05934718,0.0497615,0.05564431,0.04781986,0.04649266,25.66,106401986.0,1045.0,101298088.0,1045.0
324,1952-12-31,0.03106571,0.02639906,0.02264122,0.01534697,0.03546376,26.57,111187860.0,1046.0,106388063.0,1044.0
325,1953-01-30,-0.001644253,-0.002727623,0.0247055,0.0228366,-0.007150922000000001,26.38,110941958.0,1046.0,111184079.0,1045.0
326,1953-02-27,-0.001820268,-0.009108930000000001,0.01203105,0.006516377,-0.0181956,25.9,110010868.0,1046.0,110919023.0,1044.0
327,1953-03-31,-0.01286202,-0.01668057,-0.01048645,-0.01528885,-0.02355212,25.29,108145450.0,1045.0,109933905.0,1043.0
328,1953-04-30,-0.02770464,-0.02912582,-0.02402681,-0.02615192,-0.02649269,24.62,105230314.0,1047.0,108145450.0,1045.0
329,1953-05-29,0.006921144000000001,-0.0003487054,0.005896006000000001,8.696282999999999e-05,-0.003249391,24.54,105398651.0,1045.0,105144679.0,1041.0
330,1953-06-30,-0.01637693,-0.02052332,-0.03167104,-0.03683989,-0.01629992,24.14,103306735.0,1047.0,105398651.0,1045.0
331,1953-07-31,0.02511135,0.02355676,0.01757093,0.01541702,0.02526926,24.75,105740183.0,1046.0,103280337.0,1045.0
332,1953-08-31,-0.04405621,-0.05136548,-0.05187416,-0.05760084,-0.05777778,23.32,100318016.0,1046.0,105729539.0,1045.0
333,1953-09-30,0.003009872,-0.001313044,-0.01100454,-0.01644432,0.001286449,23.35,100220875.0,1042.0,100282196.0,1042.0
334,1953-10-30,0.04752312,0.04592758,0.03783442,0.03551355,0.0509636,24.54,104727877.0,1043.0,100177287.0,1041.0
335,1953-11-30,0.02850134,0.0184451,0.02131709,0.01361719,0.008964955,24.76,106874579.0,1046.0,104700478.0,1042.0
336,1953-12-31,0.0006782706,-0.004642090000000001,-0.01544439,-0.02326288,0.002019386,24.81,108286194.0,1046.0,106874579.0,1046.0
337,1954-01-29,0.05272153,0.05150025,0.07168291,0.06990144,0.05118904,26.08,113895704.0,1045.0,108280694.0,1045.0
338,1954-02-26,0.01755125,0.01032486,0.01357627,0.007765317000000001,0.002684049,26.15,115084497.0,1046.0,113895704.0,1045.0
339,1954-03-31,0.0373766,0.0333743,0.0291504,0.02390138,0.03021033,26.94,118925885.0,1045.0,115080060.0,1045.0
340,1954-04-30,0.04316166,0.04181948,0.01637325,0.01434343,0.04899777,28.26,124094615.0,1047.0,118918352.0,1044.0
341,1954-05-28,0.0317037,0.02520822,0.0431505,0.03762053,0.0329087,29.19,127191814.0,1045.0,123982191.0,1044.0
342,1954-06-30,0.01155965,0.007766757000000001,0.01227459,0.007529261000000001,0.0006851662,29.21,128253185.0,1047.0,127191814.0,1045.0
343,1954-07-30,0.05066832,0.04944175,0.07198887,0.07018106,0.0571722,30.88,134623576.0,1049.0,128248591.0,1046.0
344,1954-08-31,-0.02276267,-0.02936904,-0.009175179,-0.0145201,-0.03400259,29.83,130583965.0,1049.0,134334342.0,1048.0
345,1954-09-30,0.06463256,0.06138108,0.04430776,0.04040748,0.08313778000000001,32.31,138686714.0,1051.0,130583965.0,1049.0
346,1954-10-29,-0.0162159,-0.01762221,-0.006859609,-0.008761648,-0.01949861,31.68,136199557.0,1049.0,138570275.0,1047.0
347,1954-11-30,0.09538717000000001,0.08604553,0.09219859,0.08514699,0.08080808,34.24,147831943.0,1048.0,136188189.0,1048.0
348,1954-12-31,0.05546865,0.05180648,0.08772388,0.08253786,0.05081776,35.98,159614395.0,1052.0,147827662.0,1047.0
349,1955-01-31,0.006837672,0.006027111000000001,0.01412358,0.01273217,0.01806559,36.63,160540962.0,1056.0,159377566.0,1051.0
350,1955-02-28,0.03135416,0.02572471,0.04278102,0.03833658,0.003549004,36.76,165072868.0,1055.0,160495862.0,1053.0
351,1955-03-31,-0.0009945033,-0.004255666,0.0005297292,-0.00361442,-0.004896627000000001,36.58,164337718.0,1052.0,164971554.0,1051.0
352,1955-04-29,0.03235196,0.03134342,0.02259769,0.02117655,0.03772553,37.96,169583268.0,1053.0,164288325.0,1049.0
353,1955-05-31,0.01203341,0.006450131,0.007813932,0.003046554,-0.001317176,37.91,170483988.0,1050.0,169322128.0,1048.0
354,1955-06-30,0.06610822,0.06318117,0.03469427,0.03095055,0.08230019,41.03,181601452.0,1056.0,170483988.0,1050.0
355,1955-07-29,0.02024557,0.01936649,0.00800081,0.006586574,0.0606873,43.52,185125300.0,1056.0,180982766.0,1052.0
356,1955-08-31,0.004196894,-0.00157858,0.005764372,0.001040008,-0.0078125,43.18,185100170.0,1057.0,185086155.0,1053.0
357,1955-09-30,-0.00200948,-0.004542534,-0.007751229,-0.01123999,0.01134785,43.67,184129796.0,1053.0,184870978.0,1051.0
358,1955-10-31,-0.02575151,-0.02681207,-0.017815,-0.01936806,-0.03045569,42.34,178920742.0,1053.0,183645269.0,1048.0
359,1955-11-30,0.07186419000000001,0.06269655,0.0552565,0.04857385,0.0748701,45.51,190520413.0,1057.0,178920742.0,1053.0
360,1955-12-30,0.01654255,0.01339,0.02283628,0.01750991,-0.0006591958000000001,45.48,197213978.0,1054.0,190326437.0,1052.0
361,1956-01-31,-0.02811947,-0.02947479,-0.02074637,-0.02251108,-0.03649956,43.82,191445948.0,1054.0,197161964.0,1052.0
362,1956-02-29,0.03960966,0.034439,0.03361275,0.0288654,0.03468736,45.34,198171160.0,1055.0,191444942.0,1053.0
363,1956-03-29,0.06845615000000001,0.06564111,0.05138315,0.04736543,0.06925453,48.48,212017665.0,1057.0,198166191.0,1054.0
364,1956-04-30,0.005083206000000001,0.004136442000000001,0.003826725,0.002305235,-0.002062706,48.38,212910643.0,1058.0,212017665.0,1057.0
365,1956-05-31,-0.04930901,-0.05484805,-0.03996433,-0.04481856,-0.06572964,45.2,201359063.0,1058.0,212890281.0,1056.0
366,1956-06-29,0.0372509,0.0345402,0.02171183,0.01780772,0.03915929,46.97,208101994.0,1053.0,201266777.0,1052.0
367,1956-07-31,0.05082991,0.04953136,0.03996666,0.03823938,0.05152225,49.39,218482380.0,1055.0,208032393.0,1049.0
368,1956-08-31,-0.0298204,-0.03496549,-0.01816127,-0.02280816,-0.03806439,47.51,210719647.0,1053.0,218172825.0,1051.0
369,1956-09-28,-0.04960825,-0.05206443,-0.03593831,-0.03968397,-0.04546411,45.35,200488460.0,1056.0,210666571.0,1050.0
370,1956-10-31,0.007291722,0.005533645,0.007062758000000001,0.004989142,0.005071665,45.58,201370913.0,1055.0,200233307.0,1053.0
371,1956-11-30,0.004677877,-0.0022382,0.005277078,-0.0006836076,-0.01096972,45.08,200809905.0,1053.0,201347350.0,1053.0
372,1956-12-31,0.03495719,0.03154783,0.02312235,0.01750586,0.03527063,46.67,211375251.0,1056.0,200809905.0,1053.0
373,1957-01-31,-0.03212142,-0.03352918,0.003612505,0.001779052,-0.04178273,44.72,204530798.0,1055.0,211235766.0,1051.0
374,1957-02-28,-0.01870262,-0.02419817,-0.0232986,-0.02790407,-0.03264758,43.26,200023624.0,1058.0,204502242.0,1054.0
375,1957-03-29,0.02411172,0.02094724,0.02249939,0.01820461,0.01964864,44.11,204455009.0,1061.0,200023624.0,1058.0
376,1957-04-30,0.04517923,0.04378531,0.02590892,0.0239477,0.03695307,45.74,213848579.0,1064.0,204446854.0,1059.0
377,1957-05-31,0.03667944,0.0311772,0.02226326,0.01726508,0.03694797,47.43,221158139.0,1069.0,213793248.0,1060.0
378,1957-06-28,-0.005054421,-0.007812272,-0.006747388,-0.01061356,-0.001265022,47.37,219540387.0,1068.0,221085069.0,1066.0
379,1957-07-31,0.008937786000000001,0.007362433000000001,0.005610250000000001,0.003536671,0.01139962,47.91,221698538.0,1075.0,219520574.0,1067.0
380,1957-08-30,-0.05005114,-0.05522611,-0.05018974,-0.05492345,-0.05614694,45.22,209678250.0,1074.0,221644544.0,1071.0
381,1957-09-30,-0.05758639,-0.06038686,-0.05298188,-0.05717162,-0.0619195,42.42,197008021.0,1074.0,209627944.0,1072.0
382,1957-10-31,-0.04125081,-0.04304999,-0.06521338,-0.06755298,-0.03206035,41.06,188781112.0,1074.0,196890452.0,1071.0
383,1957-11-29,0.02560463,0.01852138,0.02102657,0.01482943,0.01607404,41.72,192819806.0,1077.0,188745835.0,1071.0
384,1957-12-31,-0.03736046,-0.04117944,-0.04912907,-0.05524186,-0.04146692,39.99,187753792.0,1075.0,192553126.0,1073.0
385,1958-01-31,0.04959513,0.04823868,0.1064814,0.1043755,0.04276069,41.7,196376950.0,1074.0,187443017.0,1072.0
386,1958-02-28,-0.01425682,-0.02035136,-0.01184471,-0.01668235,-0.0206235,40.84,192287819.0,1073.0,196304236.0,1072.0
387,1958-03-31,0.03369981,0.03026349,0.03591818,0.03126158,0.03085211,42.1,198763615.0,1070.0,192243175.0,1065.0
388,1958-04-30,0.03083256,0.02928199,0.03017111,0.02828646,0.03182898,43.44,204807572.0,1073.0,198763615.0,1070.0
389,1958-05-29,0.02458158,0.01918583,0.03947528,0.03500451,0.01496317,44.09,208616830.0,1071.0,204693903.0,1071.0
390,1958-06-30,0.02949272,0.02626498,0.03172903,0.02769743,0.02608301,45.24,214023052.0,1071.0,208361626.0,1068.0
391,1958-07-31,0.04484433,0.04327591,0.05416818,0.05239263,0.04310345,47.19,223015579.0,1067.0,213939576.0,1067.0
392,1958-08-29,0.01918109,0.0144639,0.02987767,0.02609896,0.01186692,47.75,226100002.0,1068.0,222794651.0,1065.0
393,1958-09-30,0.04868042,0.04574565,0.05223861,0.04858437,0.04837696,50.06,236327473.0,1066.0,225921488.0,1064.0
394,1958-10-31,0.02718404,0.02573935,0.03297511,0.03121532,0.02536956,51.33,242335529.0,1062.0,236184804.0,1062.0
395,1958-11-28,0.03061017,0.02544129,0.0421138,0.03797946,0.02240405,52.48,248938946.0,1066.0,242335529.0,1062.0
396,1958-12-31,0.05309946,0.05029324,0.03878996,0.03467846,0.05201982,55.21,267804898.0,1066.0,248754956.0,1063.0
397,1959-01-30,0.009120074,0.008121918,0.04150181,0.03999424,0.003803659,55.42,270711180.0,1068.0,267804898.0,1066.0
398,1959-02-27,0.01121954,0.006813199000000001,0.02811249,0.02473185,-0.0001804403,55.41,272558420.0,1065.0,270643984.0,1064.0
399,1959-03-31,0.004669121,0.002112742,0.01222291,0.008897002000000001,0.0005414185000000001,55.44,273007793.0,1064.0,272211599.0,1059.0
400,1959-04-30,0.03789878,0.03687685,0.02571373,0.02442448,0.03878066,57.59,283381668.0,1067.0,272971614.0,1061.0
401,1959-05-29,0.01959489,0.01536404,0.00820556,0.004669240000000001,0.0189269,58.68,288172001.0,1071.0,283381668.0,1067.0
402,1959-06-30,0.000676478,-0.001864918,0.004148928000000001,0.0009693601,-0.003578732,58.47,287839200.0,1074.0,288170741.0,1070.0
403,1959-07-31,0.03436159,0.03332653,0.03006215,0.02877256,0.03488969,60.51,297499307.0,1079.0,287597200.0,1073.0
404,1959-08-31,-0.01244558,-0.01650202,-0.01483874,-0.01810749,-0.01503884,59.6,292609999.0,1079.0,297485357.0,1078.0
405,1959-09-30,-0.04497696,-0.04740272,-0.0457601,-0.04916516,-0.04563759,56.88,278902307.0,1081.0,292609999.0,1079.0
406,1959-10-30,0.01574567,0.01461263,0.02320631,0.02160823,0.01125176,57.52,283172761.0,1084.0,278811224.0,1079.0
407,1959-11-30,0.01855666,0.01327213,0.01503976,0.01074978,0.0132128,58.28,287118978.0,1087.0,283070819.0,1083.0
408,1959-12-31,0.02804312,0.02527081,0.02117732,0.01735373,0.02762526,59.89,299021494.0,1087.0,286945455.0,1085.0
